NCAGE,NCAGESD,TOEC,Entity Name,Street (ST1/2),City (CIT),"Post Code, Physical Address (PSC)",Country,ISO (CTR),State/Province (STT),FIPS State (STE),Cage code requested for SAM,Remarks,Date Last Change International,Change Date,Creation Date,Load Date,National,NAC,IDN,BAR,NAI,CPV,UNS,SIC,Voice telephone number (TEL),Telefax number (FAX),Email (EMA),WWW (WWW),Post Office Box Number (POB),"City, Postal Address (PCC)","Post Code, Postal Address (PCS)",Replaced By (RP1-5),NMCRL Reference count
0478Z,A,G,YAYASAN PUTERA SAMPOERNA,JL. JENDERAL SUDIRMAN KAV. 45 27TH FLOOR SAMPOERNA STRATEGIC SQUARE,JAKARTA,12930,INDONESIA,IDN,JAKARTA,,0,,2019-11-04,2019-11-04 09:30:39,2015-06-10 07:48:16,,1,,,,,,,,+62215772340,+62215772341,info@sampoernafondation.org,www.sampoernafondation.org,,,,,
0479Z,A,E,PT.SARI BAHARI,JL. BENDUNGAN SEMPOR KAV.12-18,MALANG,65145,INDONESIA,IDN,JAWA TIMUR,,0,,2015-06-18,2015-06-18 11:36:36,2015-06-12 12:29:12,,1,,,,,,,,+62 341 551408,+62 341 551408,info@saribahari.com,www.saribahari.com,,,,,14
0480Z,A,G,PUSAT KAJIAN EKONOMI DAN KEBIJAKAN KESEHATAN FKM UI,"KAMPUS UNIVERSITAS INDONESIA DEPOK  GEDUNG G 3RD FLOOR, ROOM 311",DEPOK,16424,INDONESIA,IDN,WEST JAVA,,0,,2015-06-16,2015-06-16 12:40:24,2015-06-16 12:37:08,,1,,,,,,,,62 21 7875776,62 21 7875776,info@cheps.or.id,www.cheps.ui.ac.id,,,,,
0481Z,A,G,"BRISTOL FURNITURE INDONESIA, PT","JL. H.R. RASUNA SAID KAV. B10-11, 2ND FLOOR, SUITE 206 GEDUNG ATRIUM MULIA",JAKARTA,12910,INDONESIA,IDN,JAKARTA,,0,,2019-11-04,2019-11-04 10:27:53,2015-06-16 12:42:05,,1,,,,,,,,622129026730,,,,,,,,
0482Z,A,E,PT. RIDHO AGUNG MITRA ABADI,JL. KAPUK KAMAL RAYA NO. 32 KEL. KAPUK KAMAL KEC. PENJARINGAN,JAKARTA UTARA,14470,INDONESIA,IDN,DKI JAKARTA,,0,,2019-05-23,2019-05-23 12:45:53,2015-06-16 13:05:20,,1,,,,,,,,+62215602652,+62215602652,ridhoagungmitraabadipt@gmail.com,,,,,,7
0483Z,A,G,WISMA BAHASA,"JL. AFFANDI GG. BROMO NO. 15 A, MRICAN",YOGYAKARTA,55281,INDONESIA,IDN,D.I. YOGYAKARTA,,0,,2015-06-23,2015-06-23 08:23:59,2015-06-23 08:20:24,,1,,,,,,,,"+62274 561627, 520341",+62274 561627,info@wisma-bahasa.com,www.wisma-bahasa.com,,,,,
0484Z,A,G,AYODYA RESORT BALI,JL PANTAI MENGIAT NUSA DUA,BALI,80363,INDONESIA,IDN,BALI,,0,,2018-07-24,2018-07-24 11:15:43,2015-07-01 08:20:33,,1,,,,,,,,+62 361 771102,+62 361 771616,info@ayodyaresortbali.com,www.ayodyaresortbali.com,,,,,
0485Z,A,G,COURTYARD BY MARRIOTT BALI NUSA DUA,KAWASAN PARIWISATA LOT SW1,BADUNG,80363,INDONESIA,IDN,BALI,,0,,2017-07-17,2017-07-17 15:00:12,2015-07-14 12:18:18,,1,,,,,,,,+62 361 3003888,+62 361 3003999,cy.dpscy.ssm@courtyard.com,www.courtyardmarriottbali.com,,,,,
0486Z,A,E,CV. FAJAR INDAH,JL. NANA ROHANA NO. 59 KEL. WARUNG MUNCANG KECAMATAN BANDUNG KULON,BANDUNG,40211,INDONESIA,IDN,JAWA BARAT,,0,,2019-11-04,2019-11-04 10:26:37,2015-07-27 07:25:40,,1,,,,,,,,"+62226030277, 6031297",+62226037017,fajarindah@farincorp.com,,,,,,9
0487Z,A,G,PT. MENTENG HERITAGE REALTY TBK,JL. CILACAP NO. 1,JAKARTA,10310,INDONESIA,IDN,DKI JAKARTA,,0,,2022-01-16,2022-01-16 20:54:49,2015-07-27 07:37:19,,1,,,,,,,,+622131926888,+622131926999,anne.talita@tributeportfolio.com,www.hermitagejakarta.com,,,,,
0488Z,A,G,CIRCLE INDONESIA,"111 JL. WIJAYA KUSUMA KUTU DUKUH, SINDUADI, MLATI",SLEMAN,55284,INDONESIA,IDN,YOGYAKARTA,,0,,2015-07-31,2015-07-31 11:20:36,2015-07-27 07:40:52,,1,,,,,,,,+62  274 623896,+62  274 623896,office@circleindonesia.or.id,www.circleindonesia.or.id,,,,,
0489Z,A,G,YAYASAN BINA SWADAYA,JL. GUNUNG SAHARI III,JAKARTA,10610,INDONESIA,IDN,JAKARTA,,0,,2015-08-05,2015-08-05 10:31:01,2015-08-05 10:28:00,,1,,,,,,,,+62 21 4204402,+62 21 4204404,bswadaya@cbn.net.id,,,,,,
0490Z,A,G,YAYASAN PRASASTI PERDAMAIAN OR INTITUTE FOR INTERNATIONAL PEACE BUILDING,"JALAN TEBET TIMUR DALAM I B NO 7, TEBET",JAKARTA SELATAN,12820,INDONESIA,IDN,JAKARTA,,0,,2019-11-04,2019-11-04 09:48:32,2015-08-12 10:23:54,,1,,,,,,,,+62218308633,+62218308633,,www.prasastiperdamaian.org,,,,,
0491Z,A,F,"DECOROUS MITRA SELARAS, PT",89 JL. KEMANG RAYA 4TH FLOOR GEDUNG KEMANG 89,JAKARTA SELATAN,12730,INDONESIA,IDN,JAKARTA,,0,,2019-11-04,2019-11-04 09:49:14,2015-08-24 13:46:41,,1,,,,,,,,622171794610,62217182741,salesteam@decorous.co.id,www.decorous.co.id,,,,,
0492Z,A,G,"MARTABAT PRIMA KONSULTINDO, PT","JL.BOULEVARD BINTARO JAYA,KEBAYORAN ARCADE BLOK C2/31,KAWASAN NIAGA SEKTOR 7",TANGERANG,15224,INDONESIA,IDN,BANTEN,,0,,2019-11-04,2019-11-04 09:51:15,2015-09-02 09:28:08,,1,,,,,,,,+622174870811,+622174870811,martabat@jamsosindonesia.com,www.jamsosindonesia.com,,,,,
0493Z,A,G,NKNLEGAL - NURHADIAN KARTOHADIPRODJO NOORCAHYO,"DEA TOWER II,9TH FLOOR, JALAN MEGA KUNINGAN BARAT KAV E.4.3",JAKARTA,12950,INDONESIA,IDN,DKI JAKARTA,,0,,2022-08-02,2022-08-02 11:38:18,2015-09-16 11:39:42,,1,,,,,,,,+62 21 5760856,+62 21 5760957,aji@nknlegal.co.id,,,,,,
0494Z,A,G,EJF TAILOR,JL. PERMATA PENGGILINGAN BLOK A1/15,JAKARTA,10640,INDONESIA,IDN,JAKARTA,,0,,2015-09-18,2015-09-18 10:44:32,2015-09-18 10:11:06,,1,,,,,,,,+62 21 4801291,+62 21 4801291,ejf.tailor_uniform@yahoo.com,,,,,,
0495Z,A,G,"DAUN SUBUR MITRA LESTARI, PT",TOWER FONTANA LT.31 NO.M1 THE MANSION  AT DUKUH GOLF KMYRN JL.TREMBESI BLOK D,JAKARTA UTARA,14410,INDONESIA,IDN,,,0,,2023-10-06,2023-10-06 15:13:36,2015-09-23 14:00:59,,1,,,,,,,,+62216541626,,dsmitralestari@yahoo.com,,,,,,
0496Z,A,G,"SINDOTECH HEXATAMA,PT","JL. KETAPANG 3,BLOK DD 47 NO.2 PONDOK PEKAYON INDAH, PEKAYON JAYA",BEKASI SELATAN,17148,INDONESIA,IDN,BEKASI,,0,,2015-10-08,2015-10-08 10:16:00,2015-09-28 10:02:49,,1,,,,,,,,+62 21 82412345,+62 21 82426485,shtm@sindotechutama.com,,,,,,
0497Z,A,G,THE RITZ-CARLTON JAKARTA PACIFIC PLACE,"JL.JEND.SUDIRMAN KAV.52-53 ONE PACIFIC PLACE BUILDING SENAYAN,KEBAYORAN BARU",JAKARTA,12190,INDONESIA,IDN,DKI JAKARTA,,0,,2019-11-04,2019-11-04 09:52:22,2015-10-06 09:26:12,,1,,,,,,,,+622125501888,+622125501999,,www.ritzcarlton.com,,,,,
0498Z,A,G,"GLOBAL INTERNASIONAL MOVERS, PT","25 JL. DR. SAHARJO, MANGGARAI, TEBET",JAKARTA,12850,INDONESIA,IDN,JAKARTA,,0,,2023-10-12,2023-10-12 08:09:57,2015-10-06 09:58:23,,1,,,,,,,,+62218312408,+62218303881,info@gimmovers.com,www.gimmovers.com,,,,,
0499Z,A,G,ASSEGAF HAMZAH AND PARTNERS,"DR. IDE ANAK AGUNG GDE AGUNG LOT 5.1,  KAWASAN MEGA KUNINGAN ",JAKARTA ,12950,INDONESIA,IDN,JAKARTA,,0,,2015-10-26,2015-10-26 09:28:27,2015-10-26 09:21:31,,1,,,,,,,,+6221 25557800,+6221 25557899,,www.ahp.co.id,,,,,
0500Z,A,G,THE WESTIN RESORT NUSA DUA BALI,"KAWASAN PARIWISATA NUSA DUA,BTDC LOT N 3, NUSA DUA BADUNG",BALI,80363,INDONESIA,IDN,BALI,,0,,2023-10-12,2023-10-12 08:11:06,2015-10-12 14:54:06,,1,,,,,,,,+62361771906,+62361771908,,www.westin.com/bali,,,,,
0501Z,A,G,ANEKA MEUBEL,JL.RADIO DALAM RAYA NO.40,JAKARTA,12140,INDONESIA,IDN,DKI JAKARTA,,0,,2023-10-12,2023-10-12 08:11:49,2015-10-12 15:34:31,,1,,,,,,,,+62217223449,+62217253762,aneka.meubel@hotmail.com,www.aneka-meubel.com,,,,,
0502Z,A,E,PT. SENTRASURYA EKAJAYA,"JL. ARYA KEMUNING, KP.PENGASINAN RT/ RW 003/03, KEL.PERIUK JAYA KEC. PERIUK ",TANGERANG ,15110,INDONESIA,IDN,BANTEN,,0,,2020-09-16,2020-09-16 13:22:13,2015-10-26 13:36:25,,1,,,,,,,,+622155796082,+622155796075,info@sse.id,www.sse.id,,,,,5
0503Z,A,G,THE WAHID INSTITUTE,8 JL. TAMAN AMIR HAMZAH PENGANGSAAN,JAKARTA,10320,INDONESIA,IDN,JAKARTA,,0,,2023-10-12,2023-10-12 08:12:28,2015-11-02 09:18:35,,1,,,,,,,,+62213145671,+62213928250,info@wahidinstitute.org,http://www.wahidinstitute.org,,,,,
0504Z,A,G,CV. PADUKA PRIMA,"28 JL. UTAN PANJANG III  UTAN PANJANG, KEMAYORAN",JAKARTA,10650,INDONESIA,IDN,JAKARTA,,0,,2022-03-10,2022-03-10 14:18:37,2015-11-02 09:36:28,,1,,,,,,,,+62214201932,+62214201932,eko_subianto@yahoo.co.id,,,,,,
0505Z,A,G,"KPMG CONSULTING INDONESIA, PT",JL. JEND. SUDIRMAN KAV.28 35TH FLOOR WISMA GKBI,JAKARTA,10210,INDONESIA,IDN,JAKARTA,,0,,2023-10-12,2023-10-12 08:13:08,2015-11-09 14:43:12,,1,,,,,,,,+62215740877,+62215740313,,,,,,,
0506Z,A,G,PERKUMPULAN GAJAH INDONESIA,"JL. SAMIAJI III/10, BANTARJATI",BOGOR,16153,INDONESIA,IDN,JAWA BARAT,,0,,2015-12-16,2015-12-16 14:47:24,2015-11-09 14:59:52,,1,,,,,,,,+6282183774587/+6281315943395,,info@gajah.id,www.gajah.id,,,,,
0507Z,A,G,LESPERSSI,"JALAN PETOGOGAN I BLOK A,KEBAYORAN BARU",JAKARTA SELATAN,12140,INDONESIA,IDN,JAKARTA,,0,,2023-01-30,2023-01-30 10:08:11,2015-11-09 15:12:21,,1,,,,,,,,+62217252725,+62217262305,STRATEGI@CENTRIN.NET.ID,WWW.LESPERSSI.ORG,,,,,
0508Z,A,G,FACULTY OF MEDICINE GADJAH MADA UNIVERSITY,"JL. FARMACO, SEKIP UTARA",YOGYAKARTA,55281,INDONESIA,IDN,DAERAH ISTIMEWA YOGYAKARTA,,0,,2019-10-29,2019-10-29 13:09:02,2015-11-10 10:55:04,,1,,,,,,,,+622746492500,+62274581876,fku@ugm.ac.id,https://fk.ugm.ac.id,,,,,
0509Z,A,G,INSTITUTE FOR POLICY RESEARCH AND  ADVOCACY,"JL. SIAGA 2 NO. 31, PEJATEN BARAT, PASAR MINGGU",JAKARTA,12510,INDONESIA,IDN,DKI JAKARTA,,0,,2022-04-05,2022-04-05 14:37:28,2015-12-29 11:34:15,,1,,,,,,,,+62217972662,+6221 79192519,office@elsam.or.id,www.elsam.or.id,,,,,
0510Z,A,G,WAHYU WIDODO,14 JL. PEKERTI KEL. KEDUNGBADAK KEC. TANAH SEREAL PERUMAHAN KEDUNG BADAK BARU,BOGOR,16164,INDONESIA,IDN,WEST JAVA,,0,,2023-10-16,2023-10-16 08:33:02,2015-12-29 11:49:23,,1,,,,,,,,+6281314343480,,widodotranslator@gmail.com,,,,,,
0511Z,A,F,"LANDMEGA TEKINDO, PT",JL. MANGGA DUA ABDAD  RUKAN MANGGA DUA ELOK BLOK D / 15,JAKARTA,10730,INDONESIA,IDN,JAKARTA,,0,,2023-10-12,2023-10-12 08:13:45,2016-01-11 10:57:45,,1,,,,,,,,+62216251335,+62216251334,landmegatekindo@pusatbisnis.com,www.pusatbisnis.com,,,,,
0512Z,A,F,"DSL INDONESIA, PT",JL. RAYA SERPONG 3RD FLOOR KAWASAN INDUSTRI MULTIGUNA GUNA SERPONG BLOK D1/3,TANGERANG,15310,INDONESIA,IDN,BANTEN,,0,,2019-11-04,2019-11-04 10:24:25,2016-02-05 18:15:19,,1,,,,,,,,+622129871377-80 EXT,+622129871381,infodsl_indo@dilok-ap.com,www.dilok-ap.com,,,,,
0513Z,A,G,"ANGKASA PURA SUPORT, PT",JL. TABING NO. 16 CENTER BUILDING FOR EXCELLENCE KEMAYORAN,JAKARTA,10610,INDONESIA,IDN,DKI JAKARTA,,0,,2016-02-05,2016-02-05 19:05:11,2016-02-05 18:33:50,,1,,,,,,,,+6221 65866496,+6221 65866497,komersial@angkasapura-supports.com,www.angkasapura-supports.com,,,,,
0514Z,A,G,YAYASAN KOMUNITAS UNTUK HUTAN SUMATERA,"JL. KELAPA RAYA 10, KOMPLEK RISPA 3",MEDAN,20144,INDONESIA,IDN,NORTH SUMATERA,,0,,2022-01-16,2022-01-16 20:43:31,2016-02-12 11:02:10,,1,,,,,,,,+626142777290,,catherine.elliott.utas@gmail.com,www.khs-csnc.org,,,,,
0515Z,A,G,"CITRA INTERNATIONAL UNDERWRITERS,PT",81 JL. MH. THAMRIN THE CITY TOWER (TCT),JAKARTA,10310,INDONESIA,IDN,JAKARTA,,0,,2016-03-10,2016-03-10 12:00:09,2016-02-12 14:15:06,,1,,,,,,,,+6221 2992 7999,+6221 2992 7998,ciu@ciuinsurance.com,www.ciuinsurance.com,,,,,
0516Z,A,G,"MULIA GRAHA TATALESTARI, PT","JL. RAYA NUSA DUA SELATAN KAWASAN SAWANGAN, NUSA DUA WISMA MULIA",BADUNG,80363,INDONESIA,IDN,BALI,,0,,2016-04-08,2016-04-08 12:45:35,2016-02-23 16:19:02,,1,,,,,,,,+62361 3017777,+62361 3017777,reservation@themulia.com,www.themulia.com,,,,,
0517Z,A,G,"SENAYAN TRIKARYA SEMPANA, PT","8 JL. ASIA AFRIKA, GELORA BUNG KARNO, SENAYAN",JAKARTA,10270,INDONESIA,IDN,JAKARTA,,0,,2019-11-04,2019-11-04 10:03:21,2016-02-24 10:53:08,,1,,,,,,,,+622129703333,+62212973334,siti.nurlaeli@fairmont.com,www.fairmont.com,,,,,
0518Z,A,E,PT. TRIMITRA WISESA ABADI,JL. LIO BARU NO. 37/63 NEGLASARI,TANGERANG,15121,INDONESIA,IDN,BANTEN,,0,,2016-03-08,2016-03-08 10:50:35,2016-03-08 10:48:02,,1,,,,,,,,+62215527577,+62215527730,twa@cbn.net.id,,,,,,43
0519Z,A,G,BIOPHARMACA RESEARCH CENTER,3 JL. TAMAN KENCANA,BOGOR,16128,INDONESIA,IDN,JAWA BARAT,,0,,2023-10-12,2023-10-12 08:14:39,2016-03-08 09:52:46,,1,,,,,,,,+62518373561,+62518347525,bfarmaka@gmail.com,http://biofarmaka.ipb.ac.id,,,,,
0520Z,A,G,"HARITI INDONESIA, PT","178 A JL.PROF DR SOEPOMO SH TEBET RUKAN THE ROYAL PALACE,BLOK B-18 2ND FLOOR",JAKARTA,12870,INDONESIA,IDN,JAKARTA,,0,,2019-11-04,2019-11-04 10:04:29,2016-03-10 14:31:55,,1,,,,,,,,+622129888227,+622129888201,ridwan@haritigroup.com,www.haritigroup.com,,,,,
0521Z,A,E,PT. UAVINDO NUSANTARA,"JL. SUKAWANGI KALER NO 148, JELEGONG, KUTAWARINGIN",BANDUNG,40911,INDONESIA,IDN,JAWA BARAT,,0,,2019-10-03,2019-10-03 14:52:06,2016-03-15 11:06:32,,1,,,,,,,,+622286006114,+622286006114,admin@uavindo.co.id,,,,,,8
0522Z,A,E,PT. CARITA BOAT INDONESIA ,"THE ICON BLOK M2 NO. 30, BSD CITY, TANGERANG",TANGERANG ,15314,INDONESIA,IDN,BANTEN,,0,,2018-07-24,2018-07-24 09:09:56,2016-03-17 08:58:29,,1,,,,,,,,+6221 50555224,+6221 99615814,carita_cbi@yahoo.com,,,,,,65
0523Z,A,G,LEMBAGA PENYELIDIKAN EKONOMI DAN MASYARAKAT FEB UI,"ALI WARDHANA BUILDING, JL. SALEMBA  RAYA NO. 4, KENARI, SENEN",JAKARTA PUSAT,10430,INDONESIA,IDN,JAKARTA,,0,,2023-06-14,2023-06-14 11:38:12,2016-03-17 14:21:06,,1,,,,,,,,+62213143177,,lpem@lpem-feui.org,http://www.lpem.org,,,,,
0524Z,A,E,PT. TANFOGLIO INDONESIA,"JL. BENDA NO.40 RAYA NARAGONG KM 12,5 PANGKALAN 2 KEL CIKIWUL, BANTAR GEBANG",BEKASI,17152,INDONESIA,IDN,JAWA BARAT,,0,,2020-02-06,2020-02-06 08:00:45,2016-03-22 12:43:47,,1,,,,,,,,+6221 7182684,+6221 7181089,triajiesakti@gmail.com,,,,,,1
0525Z,A,G,"TIGA PILAR SEJAHTERA, PT","JL. GROMPOL JAMBANGAN KM. 5,5 DESA SEPAT, MASARAN",SRAGEN,57282,INDONESIA,IDN,CENTRAL JAVA,,0,,2023-10-12,2023-10-12 08:15:20,2016-03-22 09:16:10,,1,,,,,,,,+62271821899,+62271821898,,www.tigapilar.com,,,,,
0526Z,A,G,PARTNERSHIP FOR GOVERNANCE REFORM KEMITRAAN BAGI PEMBARUAN TATA PEMERINTAH,JL WOLTER MONGINSIDI KEBAYORAN BARU KANTOR KEMITRAAN BUILDING,JAKARTA,12110,INDONESIA,IDN,JAKARTA,,0,,2023-10-12,2023-10-12 08:15:53,2016-04-08 14:11:41,,1,,,,,,,,+622172799566,+62217205260,,www.kemitraan.or.id,,,,,
0527Z,A,G,"HADIPUTRANTO, HADINOTO & PARTNERS LAW FIRM, FA","52-53 JL. JENDRAL SUDIRMAN INDONESIAN STOCK EXCHANGE BUILDING, TOWER II",JAKARTA,12190,INDONESIA,IDN,JAKARTA,,0,,2019-11-04,2019-11-04 10:23:17,2016-04-15 13:41:54,,1,,,,,,,,+622129608888,+622129608999,irwan.arief@bakernet.com,www.hhp.co.id,,,,,
0528Z,A,G,UNIVERSITAS NURTANIO BANDUNG,"JL. PAJAJARAN NO.219, LANUD HUSEIN SASTRANEGARA",BANDUNG,40174,INDONESIA,IDN,JAWA BARAT,,0,,2019-11-04,2019-11-04 10:06:13,2016-04-26 13:11:53,,1,,,,,,,,+62226034484,,unnur@unnur.ac.id,www.unnur.ac.id,,,,,
0529Z,A,G,UNIVERSITAS GADJAH MADA,BULAKSUMUR GEDUNG PUSAT UGM,SLEMAN,55281,INDONESIA,IDN,YOGYAKARTA,,0,,2023-09-29,2023-09-29 13:00:29,2016-04-28 14:52:45,,1,,,,,,,, +62274 588688,+62274 565223,head-oia@ugm.ac.id,www.ugm.ac.id,,,,,
0530Z,A,G,"PUTERA MATARAM INDAH WISATA, PT",81 JL. LAKSDA ADISUCIPTO,YOGYAKARTA,55281,INDONESIA,IDN,YOGYAKARTA,,0,,2023-10-12,2023-10-12 08:16:31,2016-05-03 14:12:20,,1,,,,,,,,+62274488488,+62274488789,info@royalambarrukmo.com,www.royalambarrukmo.com,,,,,
0531Z,A,E,"BONG PRASETYO, PT",5 JL. PINANGSIA I  PINANGSIA,JAKARTA,11110,INDONESIA,IDN,JAKARTA,,0,,2023-10-12,2023-10-12 08:17:09,2016-05-04 13:52:44,,1,,,,,,,,+62216251688,+62216901781,andie@abongfurniture.com,,,,,,
0532Z,A,G,"REGIONAL SECRETARIAT OF CORAL TRIANGLE INITIATIVE ON CORAL REEFS, FISHERIES AND FOOD SECURITY","JL. AA. MARAMIS KAYUWATU, KAIRAGI II, CTI-CFF SECRETARIAT, CTI CENTRE",MANADO,95254,INDONESIA,IDN,NORTH SULAWESI ,,0,,2021-12-01,2021-12-01 11:51:44,2016-05-20 14:25:41,,1,,,,,,,,+624317241927,+62431724192,regional.secretariat@cticff.org,http://coraltriangleinitiative.org,,,,,
0533Z,A,G,"IPSOS MARKET RESEARCH, PT","MEGA PLAZA LANTAI 6, JL. H.R. RASUNA SAID KAV. C-3",JAKARTA SELATAN,12920,INDONESIA,IDN,DKI JAKARTA,,0,,2020-08-24,2020-08-24 14:09:37,2016-05-23 09:27:05,,1,,,,,,,,+622152964388,+622152964398,id-info@ipsos.com,www.ipsos.com,,,,,
0534Z,A,G,YAYASAN PUTER INDONESIA,"KOMPLEK BOGOR BARU,JL DANAU TOBA BLOK  C2/9,RT.7/RW.3 TEGALLEGA,BOGOR TENGAH",BOGOR,16127,INDONESIA,IDN,WEST JAVA,,0,,2022-08-26,2022-08-26 20:37:43,2016-05-30 13:22:20,,1,,,,,,,,+62251 7568477,+62251 7568477,office@puter.or.id,www.puterindonesia.org,,,,,
0535Z,A,G,"PANCARAN KREASI PRIMA, PT","8 JL. KUSUMA SARI, SANUR BEACH SEMAWANG, DENPASAR SELATAN",DENPASAR,80227,INDONESIA,IDN,BALI,,0,,2016-05-30,2016-05-30 10:53:18,2016-05-30 10:41:30,,1,,,,,,,,+62361 3011888,+62361 3011818,maharani.oka@fairmont.com,www.fairmont.com/sanur-bali,,,,,
0536Z,A,G,"AXA MANDIRI FINANCIAL SERVICE, PT",JL. PROF. DR SATRIO KAV. 18 AXA TOWER 11TH FLOOR,JAKARTA,12940,INDONESIA,IDN,JAKARTA,,0,,2016-05-31,2016-05-31 14:48:28,2016-05-31 14:37:52,,1,,,,,,,,+6221 30058888,+6221 30058500,custumer@axa-mandiri.co.id,www.axa-mandiri.co.id,,,,,
0537Z,A,E,PT. GARDA PERSADA,GRAHA MAS FATMAWATI BLOK B/11 JL. RS. FATMAWATI NO. 39 KEBAYORAN BARU,JAKARTA SELATAN,12150,INDONESIA,IDN,JAKARTA,,0,,2019-11-04,2019-11-04 10:21:19,2016-06-02 10:33:49,,1,,,,,,,,+62217262081,+62217223140,umi.kalsum@gardapersada.co.id,,,,,,33
0538Z,A,G,"PESONA MUTIARA, CV",22 JL. KARYA BAKTI TANAH BARU,DEPOK,16426,INDONESIA,IDN,WEST JAVA,,0,,2016-06-09,2016-06-09 11:43:01,2016-06-09 11:37:44,,1,,,,,,,,"+6221 77213710,7756668",+6221 77213710,bedianto@yahoo.com,,,,,,
0539Z,A,G,"RAVINDO BANGUN PERSADA, PT",JL. KEBON SIRIH KAV. 75,JAKARTA,10340,INDONESIA,IDN,JAKARTA,,0,,2016-06-29,2016-06-29 08:32:40,2016-06-16 09:29:22,,1,,,,,,,,+6221 3928020,+6221 3928030,lestari@ravindogroup.com,,,,,,
0540Z,A,G,YAYASAN ALAM SATWA TATAR INDONESIA,"JL. PAJAJARAN II BLOK PJ-75, RANCAMAYA GOLF ESTATE, CIAWI",BOGOR,16720,INDONESIA,IDN,WEST JAVA,,0,,2016-06-27,2016-06-27 11:01:03,2016-06-27 10:47:56,,1,,,,,,,,+628161834057,,annette.asti@hotmail.com,,,,,,
0541Z,A,G,YAYASAN TAMBUHAK SINTA,100 JL. RAJAWALI VII SRIKANDI III,PALANGKARAYA,73112,INDONESIA,IDN,CENTRAL KALIMANTAN,,0,,2018-07-24,2018-07-24 11:08:21,2016-07-14 16:22:59,,1,,,,,,,,+62 532 3237184,+62 536 3229187,tambuhaksinta@gmail.com,,,,,,
0542Z,A,G,YAYASAN ALERTASIA,"59 C JL. RAWAMANGUN RAWASARI, CEMPAKA PUTIH",JAKARTA,10570,INDONESIA,IDN,JAKARTA,,0,,2016-08-09,2016-08-09 18:59:36,2016-07-27 16:21:45,,1,,,,,,,,+6221 21480009-10,,info@alertasia.org,www.alertasia.org,,,,,
0543Z,A,G,INSTITUTE FOR PROMOTING SUSTAINABLE LIVELIHOOD APPROACH,"761 JL. MAGELANG KM. 4,3 TEGALREJO",YOGYAKARTA,55242,INDONESIA,IDN,YOGYAKARTA,,0,,2017-02-27,2017-02-27 20:02:07,2016-08-12 09:51:51,,1,,,,,,,,+62274 562370,+62274 562370,bibit_besari@yahoo.co.id,www.inprosula.org,,,,,
0544Z,A,G,PUSAT PENGKAJIAN ISLAM DAN MASYARAKAT,"5 JL. KERTAMUKTI PISANGAN BARAT, CIPUTAT TIMUR",TANGERANG SELATAN,15419,INDONESIA,IDN,BANTEN,,0,,2019-10-29,2019-10-29 12:54:49,2016-08-25 14:47:12,,1,,,,,,,,"+6221 7499272, 7423543",+6221 7408633,ppim@uinjkt.ac.id,https://ppim.uinjkt.ac.id,,,,,
0545Z,A,G,"BRAMA INDONESIA LOGISTIK, PT","TAMAN TEKNO BSD SEKTOR XI, BLOK H11/3",TANGERANG SELATAN,15314,INDONESIA,IDN,BANTEN,,0,,2020-09-17,2020-09-17 11:35:24,2016-08-25 15:04:18,,1,,,,,,,,+6221 7564579,+6221 7564878,ard@brama-logistics.com,www.brama-logistics.com,,,,,
0546Z,A,G,YAYASAN JAVLEC INDONESIA,JL. KALIURANG KM. 13 BANJARSARI,SLEMAN,55581,INDONESIA,IDN,YOGYAKARTA,,0,,2016-09-16,2016-09-16 22:18:27,2016-09-02 11:10:44,,1,,,,,,,,+6281285472700,,javlec@javlec.org,www.javlec.org,,,,,
0547Z,A,G,"G2, CV","1 JL. SIMPANG LIMA PEKUNDEN, SEMARANG TENGAH",SEMARANG,50000,INDONESIA,IDN,CENTRAL JAVA,,0,,2016-09-17,2016-09-17 00:02:29,2016-09-06 13:34:26,,1,,,,,,,,+6224 8451988,,,,,,,,
0548Z,A,G,ATJEH INTERNATIONAL DEVELOPMENT,28 JL. TURI UTAMA COT MESJID LHUENGBATA,BANDA ACEH,23246,INDONESIA,IDN,ACEH,,0,,2016-09-17,2016-09-17 00:14:14,2016-09-13 13:04:35,,1,,,,,,,,+62651 7559053,+62651 7559053,aceh_ID@yahoo.com,www.atjeh_id.org,,,,,
0549Z,A,G,FORUM PALA ACEH,38 JL. NYAK ADAM KAMIL TAPAKTUAN,TAPAKTUAN,23714,INDONESIA,IDN,ACEH,,0,,2016-09-29,2016-09-29 17:24:45,2016-09-19 11:30:51,,1,,,,,,,,+6282160136344,,forumpala.aceh@gmail.com,www.forpala.org,,,,,
0550Z,A,G,RAJAWALI FOUNDATION,JL. DR. IDE ANAK AGUNG GDE AGUNG LOT 5-1 KAWASAN MEGA KUNINGAN,JAKARTA,12950,INDONESIA,IDN,JAKARTA,,0,,2019-11-04,2019-11-04 10:20:13,2016-09-20 11:58:03,,1,,,,,,,,+62215761828,+62215761829,agung.binantoro@rajawali.com,,,,,,
0551Z,A,G,PERKUMPULAN INDONESIA CORRUPTION WATCH,"JL KALIBATA TIMUR IV D, IV D, 6, RT 010/RW 008, KALIBATA, PANCORAN",KOTA ADMINISTRASI JAKARTA SELATAN,12740,INDONESIA,IDN,DKI JAKARTA,,1,,2025-06-12,2025-06-12 14:13:47,2016-09-21 08:40:28,,1,,,,,,,,+62217901885,,icw@antikorupsi.org,www.antikorupsi.org,,,,,
